,Location,Price,Bedroom,Bathrooms,Toilet,Location Area,State
101, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
102, Ajah,40000000,2,2,3,The Balconies, Lagos
103, Ajah,40000000,2,2,3,The Balconies, Lagos
104, Ajah,40000000,2,2,3,The Balconies, Lagos
105, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
106, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
107, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
108, Ajah,40000000,2,2,3,The Balconies, Lagos
109, Ajah,40000000,2,2,3,The Balconies, Lagos
110, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
111, Ajah,1500000,2,2,3,Sangotedo, Lagos
112, Ajah,1500000,2,2,3,Sangotedo, Lagos
113, Ajah,1500000,2,2,3,Sangotedo, Lagos
114, Ajah,1500000,2,2,3,Sangotedo, Lagos
115, Ajah,1500000,2,2,3,Sangotedo, Lagos
116, Ajah,1500000,2,2,3,Sangotedo, Lagos
117, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
118, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
119, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
120, Ajah,1500000,2,2,3,Sangotedo, Lagos
121, Ajah,1500000,2,2,3,Sangotedo, Lagos
122, Ajah,1500000,2,2,3,Sangotedo, Lagos
123, Ajah,600000,No Info,No Info,No Info,Mobil Road, Lagos
124, Ajah,600000,No Info,No Info,No Info,Mobil Road, Lagos
